Shoot 'em up | UniformGrid
0 | 0 | 1 | 0 | 0 | 0
1 | 0 | 5 | 0 | 3 | 201,5241
2 | 1 | 6 | 0 | 8 | 187,6166
3 | 1 | 14 | 0 | 7 | 173,9531
4 | 2 | 15 | 0 | 10 | 181,4427
5 | 2 | 16 | 0 | 10 | 187,8131
6 | 2 | 24 | 0 | 10 | 236,5627
7 | 3 | 25 | 0 | 14 | 264,6166
8 | 5 | 26 | 0 | 15 | 246,1799
9 | 6 | 30 | 0 | 17 | 219,2193
10 | 4 | 31 | 0 | 18 | 231,6267
11 | 7 | 32 | 0 | 20 | 221,0827
12 | 6 | 40 | 0 | 17 | 205,9008
13 | 3 | 41 | 0 | 19 | 257,8628
14 | 7 | 42 | 0 | 22 | 240,9494
15 | 8 | 46 | 0 | 22 | 231,9619
16 | 5 | 47 | 0 | 25 | 221,5352
17 | 9 | 48 | 0 | 27 | 246,7373
18 | 10 | 56 | 0 | 27 | 255,0438
19 | 5 | 57 | 0 | 26 | 203,4446
20 | 9 | 58 | 0 | 26 | 204,3374
21 | 10 | 62 | 0 | 29 | 205,5446
22 | 10 | 61 | 0 | 33 | 192,7612
23 | 11 | 62 | 0 | 33 | 244,1659
24 | 10 | 66 | 0 | 34 | 220,2032
25 | 8 | 67 | 0 | 33 | 182,18
26 | 9 | 68 | 0 | 32 | 230,3336
27 | 7 | 76 | 0 | 30 | 199,5194
28 | 9 | 75 | 0 | 30 | 196,0351
29 | 8 | 74 | 0 | 27 | 201,7871
30 | 6 | 76 | 0 | 30 | 191,2385
31 | 9 | 74 | 0 | 33 | 259,3333
32 | 9 | 73 | 0 | 31 | 240,7826
33 | 6 | 77 | 0 | 29 | 201,5808
34 | 9 | 77 | 0 | 31 | 247,573
35 | 7 | 76 | 0 | 29 | 101,5763
36 | 4 | 78 | 0 | 29 | 259,076
37 | 7 | 77 | 0 | 31 | 215,6706
38 | 7 | 76 | 0 | 30 | 211,9797
39 | 3 | 80 | 0 | 29 | 235,7609
40 | 4 | 81 | 0 | 27 | 171,2747
41 | 4 | 81 | 0 | 27 | 254,3727
42 | 2 | 84 | 0 | 27 | 248,0109
43 | 3 | 80 | 0 | 25 | 212,0001
44 | 4 | 81 | 0 | 27 | 246,6524
45 | 2 | 85 | 0 | 27 | 209,8052
46 | 7 | 83 | 0 | 31 | 223,1189
47 | 5 | 84 | 0 | 30 | 235,1716
48 | 3 | 92 | 0 | 28 | 163,6888
49 | 4 | 93 | 0 | 24 | 258,983
50 | 3 | 93 | 0 | 26 | 191,5799
51 | 4 | 96 | 0 | 28 | 214,4246
52 | 11 | 93 | 0 | 30 | 201,6895
53 | 7 | 94 | 0 | 30 | 257,6503
54 | 6 | 102 | 0 | 30 | 190,2966
55 | 12 | 100 | 0 | 28 | 251,2505
56 | 7 | 101 | 0 | 28 | 183,2273
57 | 7 | 105 | 0 | 32 | 158,4173
58 | 14 | 103 | 0 | 29 | 220,9568
59 | 9 | 104 | 0 | 29 | 215,6532
